-8.614495928088798,-63.34871207293969
-4.039721472969378,-54.24135210938064
-3.431179469377769,-54.27127618124253
-3.590372884448788,-53.90979929345134
-8.672224276237962,-63.31150516445322
-9.29596814300973,-67.29134607064671
-3.603002668281577,-54.379055338380255
-11.284439019995125,-52.80723830968977
-9.419445371240172,-63.33358748328373
-9.420362451566278,-63.35030084881103
-9.47675864502286,-62.26550242588823
-9.161610315546408,-61.73608133730743
-9.151883178016606,-62.35129973997083
-9.607190621839154,-62.422269511799996
-9.210436702480054,-62.438859012149024
-8.959295370530915,-62.39170839452661
-9.34195550361047,-62.4399971435701
-8.616434813826572,-67.4510571158882
-4.249307088453727,-46.85015470744628
-12.472962510876783,-54.98665506815315
-11.881824195731278,-51.541545833874565
-12.327859092674961,-63.973117847990395
-3.7489516195140693,-54.51925098585914
-9.976878075250763,-50.54316132878689
-4.481800661032168,-47.05658595393635
-3.9493626113822913,-46.985452485482405
-4.069047152379354,-46.6296662661333
-4.239260752317414,-46.78642682982855
-4.243393148073909,-46.79658237751615
-3.956262697153707,-46.98266235555926
-8.04331750815862,-54.83416650530125
-6.158216275670187,-57.71726375553498
-6.152238440529782,-57.74194068307894
-7.366872620886236,-55.60965256361101
-3.6827720052192836,-52.277859837194974
-3.735379527582248,-52.1740004041584
-3.8788500174803824,-52.138724789916125
-1.852151420178153,-52.037575910562374
-2.166074945032046,-52.151337877594194
-2.0866800048274867,-52.02150163140492
-2.9336704224247665,-51.78618612709979
-2.179945675538438,-51.97296111289361
-15.582327034278613,-57.556664982758534
-15.480772277331289,-57.62542013739897
-15.233465582716192,-59.614545086656534
-15.272776122590633,-60.213133463359334
-3.3756553426909317,-54.38059896386502
0.5837464011752573,-59.688139556895685
0.8969901582777225,-59.59605062733268
-2.9015162752889103,-52.68652503674869
-16.25971361936132,-58.59269640819845
1.024732497040596,-59.56204384804027
-2.147438054263165,-51.99804911740816
1.0919869459617104,-59.51525142957167
-16.112966321143933,-59.41504265226661
-15.653021895527646,-57.6692068276893
-3.3220445325605295,-54.39580393706548
-3.6248232029998877,-54.42503956386686
-9.755122040834802,-56.754342317812124
-3.624422010700732,-54.484362993524115
1.0705588690038237,-59.554687595377864
-15.399589726770758,-57.74878263377853
1.0343767765830125,-59.539707758848145
-9.673255856946492,-56.86855657928803
-7.822553656145472,-61.19446866178538
-1.6784139244373764,-46.97263288427208
-1.8342087669270017,-46.63058713751543
-1.630941374928774,-54.9272031045479
-10.65049766356104,-56.27845408355223
-9.359781042078488,-57.67012926595063
-2.3959037239067147,-51.80786818890395
-2.888951231420338,-51.77600291581391
-2.8957688463417375,-51.367909519166254
-6.873670950332296,-59.09077824113338
-3.6894322336583634,-44.627140295009085
-3.674126654375139,-44.628866748526534
-3.4038434850451074,-47.596696640488645
-3.4539845020324362,-54.19154948984224
-4.11574097834727,-54.40510770479489
-4.0470112843994315,-54.287740980727605
0.5974967126827233,-59.89673465904158
-9.930881071773491,-65.09079219700828
-3.95173591340026,-54.239713058229135
-9.955396501020774,-50.49969772978584
-4.12262518956748,-54.34752579297289
-9.792074963620635,-65.54268679085614
-10.087233425805033,-65.05094028500866
-10.139381596952159,-65.0189690397703
-3.7656629401112496,-54.45212202343427
-2.453230811132085,-53.623307332519445
-3.988151377403855,-54.45936283678852
-3.715022612768872,-47.666880059596444
-2.407335873455497,-53.69609678908377
-2.422464312790039,-53.79599441510249
-12.290562285223036,-64.16057295210068
-3.3852951108337934,-54.65942421469377
-3.6808141516912354,-54.181998611510764
-12.13920171793254,-63.315306131232866
-11.945472399919183,-64.04732840444841
-2.42549257068205,-53.714515028723575
-12.168021027023277,-63.272364077860495
-9.346917964157917,-64.24886557363168
-3.9702552753815192,-54.23205491747141
-4.1601507215698845,-53.83357735916749
-3.7336370034588175,-54.48368555523561
-9.97610695483063,-59.940500742441984
-9.718435779551994,-56.9947835394418
-9.651763903488492,-56.988614883355496
-9.495002433993623,-56.93386320308257
-9.684703095380375,-56.74516671736449
-9.421707452319785,-63.72133750445185
-9.597812734916591,-56.84820452838946
-9.116434879251225,-56.67522728368968
-10.777383912392649,-56.252816642699905
